jobTitle,company,location,experience,salary,jobLink,skills
Cloud Platform Engineer - D,Capgemini,Navi Mumbai,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-d-capgemini-technology-services-india-limited-navi-mumbai-3-to-6-years-291124907344,"Python, project management, strategic thinking, strategic leadership, Cloud Platform, Project, Cloud, Leadership"
"Software Engineer, Cloud Platform",Poshmark,Chennai,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-software-engineer-cloud-platform-poshmark-chennai-1-to-4-years-031224503918,"Focus, Online sales, Cloud, Manager Technology, E-commerce, Cloud Platform, Software engineering, Software"
Cloud Platform Engineer,Accenture,"Chennai, Jaipur",3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-jaipur-3-to-8-years-251124912291,"cloud integration, cloud architecture, cloud applications, salesforce service cloud, cloud infrastructure, kubernetes, python, microsoft azure"
Cloud Platform Engineer,Accenture,"Hyderabad, Jaipur",3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-jaipur-3-to-8-years-211124917937,"cloud integration, cloud architecture, cloud applications, salesforce service cloud, cloud infrastructure, kubernetes, python, microsoft azure"
Cloud Platform Engineer,Accenture,Gurugram,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-0-to-2-years-251124912478,"python, microsoft azure, microsoft windows server administration, microsoft windows, aws, project management, vmware, dns"
Cloud Platform Engineer,Accenture,Kolkata,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-kolkata-0-to-2-years-251124912430,"microsoft azure, cloud technologies, microsoft windows server administration, devops, windows server, python, vmware, dns"
Cloud Platform Engineer,Accenture,Bengaluru,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-251124912396,"microsoft azure, linux internals, docker, cloud architecture, aws, kubernetes, python, project management"
Cloud Platform Engineer,Accenture,Gurugram,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-0-to-2-years-251124912332,"microsoft azure, linux internals, docker, cloud architecture, linux, kubernetes, python, project management"
Cloud Platform Engineer,Accenture,Bengaluru,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-251124912300,"microsoft azure, microsoft windows server administration, cloud architecture, windows server, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Pune,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-pune-5-to-10-years-251124907349,"performance testing, microsoft azure, cloud architecture, data modeling, infrastructure, kubernetes, cloud application development, python"
Cloud Platform Engineer,Accenture,Pune,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-pune-2-to-7-years-251124905352,"mobile device management, sharepoint, intune, active directory, powershell, c#, kubernetes, python"
Cloud Platform Engineer,Accenture,Pune,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-pune-3-to-8-years-251124905341,"mobile device management, sharepoint, intune, active directory, powershell, c#, kubernetes, python"
Cloud Platform Engineer,Accenture,Gurugram,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-5-to-8-years-231124900200,"byod, autopilot, adfs, intune, cod, kubernetes, aad, networking"
Cloud Platform Engineer,Accenture,Bengaluru,7-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-221124922809,"cloud security, pega frameworks, cloud infrastructure, aws, cloud computing, pega prpc, ccsa, kubernetes"
Cloud Platform Engineer,Accenture,Hyderabad,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-221124921623,"customer profiling, sales force development, marketing, data modeling, data integration, rest, python, data management"
Cloud Platform Engineer,Accenture,Coimbatore,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-coimbatore-0-to-2-years-221124921051,"python, microsoft azure, microsoft windows server administration, microsoft windows, aws, project management, vmware, dns"
Cloud Platform Engineer,Accenture,Jaipur,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-jaipur-0-to-2-years-221124921049,"microsoft azure, microsoft windows server administration, cloud architecture, infrastructure, microsoft windows, python, vmware, dns"
Cloud Platform Engineer,Accenture,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-221124921002,"performance testing, microsoft azure, cloud architecture, data modeling, infrastructure, kubernetes, cloud application development, python"
Cloud Platform Engineer,Accenture,Chennai,7-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-7-to-12-years-221124920187,"oracle hcm cloud, talent management, cloud architecture, cloud infrastructure, design principles, kubernetes, python, project management"
Cloud Platform Engineer,Accenture,Bengaluru,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-221124919135,"python, linux internals, docker, bash, microsoft azure devops, c#, kubernetes, github"
Cloud Platform Engineer,Accenture,Gurugram,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-0-to-2-years-211124920782,"linux internals, docker, cloud architecture, infrastructure, linux, kubernetes, python, project management"
Cloud Platform Engineer,Accenture,Gurugram,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-8-years-211124920745,"python, microsoft exchange server, cloud deployment, cloud architecture, infrastructure, kubernetes, vmware, microsoft azure"
Cloud Platform Engineer,Accenture,Bengaluru,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-211124920513,"linux internals, docker, cloud architecture, infrastructure, linux, kubernetes, python, project management"
Cloud Platform Engineer,Accenture,Bengaluru,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-211124918166,"microsoft azure, microsoft windows server administration, cloud architecture, infrastructure, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Gurugram,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-8-years-201124915504,"microsoft azure, docker, cloud architecture, data modeling, aws, kubernetes, cloud application development, python"
Cloud Platform Engineer - C,Capgemini,Pune,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-c-capgemini-technology-services-india-limited-pune-3-to-6-years-191124932104,"Cloud, application software, cloud services, c, technical leadership, team mentoring, platform development, team leadership"
Cloud Platform Engineer,Accenture,Bengaluru,12-17 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-12-to-17-years-191124926909,"machine learning, service delivery, machine learning algorithms, statistics, data munging, kubernetes, python, data analysis"
Cloud Platform Engineer,Accenture,Bengaluru,18-22 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-18-to-22-years-191124912128,"process quality assurance, microsoft exchange server, intune, jira, agile methodology, cloud infrastructure, microsoft azure, aws"
Cloud Platform Engineer,Accenture,Gurugram,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-191124911728,"test architecture, microsoft exchange server, cloud applications, cloud infrastructure, software engineering, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Mumbai,7-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-191124910679,"machine learning, cloud infrastructure, machine learning algorithms, statistics, data munging, kubernetes, python, aws administration"
Cloud Platform Engineer,Accenture,Bengaluru,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-191124908962,"vmware, vmware administration, windows server administration, clustering, windows operating system, cisco ucs, scvmm, vmware vsphere"
Cloud Platform Engineer,Accenture,Coimbatore,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-coimbatore-3-to-8-years-191124907743,"cloud integration, cloud architecture, cloud applications, salesforce service cloud, cloud infrastructure, kubernetes, python, microsoft azure"
Cloud Platform Engineer,Accenture,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-191124905235,"cloud integration, cloud architecture, cloud applications, salesforce service cloud, cloud infrastructure, kubernetes, python, microsoft azure"
Cloud Platform Engineer,Accenture,Jaipur,7-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-jaipur-7-to-12-years-191124901183,"aws administration, docker, windows scripting, linux, cloud computing, kubernetes, continuous integration, python"
Cloud Platform Engineer,Accenture,Jaipur,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-jaipur-0-to-2-years-191124901066,"microsoft azure, microsoft windows server administration, cloud architecture, infrastructure, aws, python, vmware, dns"
Cloud Platform Engineer,Accenture,Gurugram,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-8-years-191124900951,"microsoft azure, docker, cloud architecture, aws cloud, infrastructure, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Bengaluru,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-181124920106,"continuous integration, azure devops, cloud architecture, microsoft azure devops, ci cd pipeline, udp, python, performance testing"
Cloud Platform Engineer,Accenture,Gurugram,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-8-years-181124919137,"enterprise voice, cloud platform, microsoft teams, infrastructure, cloud infrastructure, kubernetes, python, unified communications"
Cloud Platform Engineer,Accenture,Bengaluru,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-181124918155,"Cloud Platform, team leading, service management, educational qualification, leadership, sme, problem solving, technical skills"
Cloud Platform Engineer,Accenture,Mumbai,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-181124916201,"data analytics, microsoft azure, docker, cloud architecture, spark, continuous integration, kubernetes, python"
Cloud Platform Engineer,Accenture,Nagpur,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-nagpur-5-to-10-years-181124915309,"cloud security, microsoft teams, cloud architecture, infrastructure, testing methodologies, kubernetes, python, project management"
Cloud Platform Engineer,Accenture,Coimbatore,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-coimbatore-2-to-7-years-181124914237,"data analytics, docker, cloud architecture, infrastructure, terraform, continuous integration, kubernetes, python"
Cloud Platform Engineer,Accenture,Bengaluru,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-181124913927,"python, microsoft azure, machine learning algorithms, statistics, data munging, kubernetes, data analysis, power bi"
Cloud Platform Engineer,Accenture,Bengaluru,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-181124913255,"storage area network, emc storage, emc, capacity management, cisco, vnx, kubernetes, python"
Cloud Platform Engineer,Accenture,Hyderabad,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-3-to-8-years-161124902414,"networking concepts, storage area network, emc storage, protocols, cloud computing, kubernetes, san, python"
Cloud Platform Engineer,Accenture,Chennai,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-3-to-8-years-161124902058,"microsoft azure, docker, vmware administration, cloud architecture, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Pune,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-pune-5-to-10-years-161124900994,"infrastructure design, microsoft azure, cloud platform, cloud infrastructure, aws, kubernetes, python, project management"
Cloud Platform Engineer,Accenture,Ahmedabad,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-ahmedabad-0-to-2-years-161124900992,"microsoft azure, linux internals, docker, linux, terraform, kubernetes, continuous integration, python"
Cloud Platform Engineer - C,Capgemini,Bengaluru,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-c-capgemini-technology-services-india-limited-bengaluru-3-to-6-years-131124917516,"cloud services, microsoft azure, cloud platform, system architecture, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Bengaluru,0-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-111124918395,"ms sql server administration, cloud technologies, cloud infrastructure, bigquery, ssis, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Chennai,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-3-to-8-years-111124917593,"microsoft azure, docker, gcp, bigquery, aws, kubernetes, python, ms sql server administration"
Cloud Platform Engineer,Accenture,Chennai,12-17 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-12-to-17-years-111124917324,"cloud security, cloud architecture, data modeling, devops, design principles, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-111124917007,"security compliance, ms sql server administration, networking, data engineering, bigquery, continuous integration, kubernetes, python"
Senior Staff Cloud Platform Engineer,Uplers,Hybrid - Bengaluru,10-14 Yrs,Not disclosed,https://www.naukri.com/job-listings-senior-staff-cloud-platform-engineer-uplers-bengaluru-10-to-14-years-111124017894,"IAC, Cloud Platform, GCP, AWS, Golang, Java, Serverless Architecture, Distributed Systems"
Cloud Platform Engineer,Accenture,Hyderabad,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-3-to-5-years-071124926614,"cloud platform, vmware administration, cloud architecture, cloud infrastructure, vmware vsan, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Hyderabad,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-071124926458,"microsoft azure, docker, infrastructure management services, terraform, aws, kubernetes, python, project management"
Cloud Platform Engineer,Accenture,Hyderabad,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-5-to-7-years-071124925216,"kubernetes, microsoft azure, docker, terraform, arm, continuous integration, python, project management"
Cloud Platform Engineer,Accenture,Coimbatore,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-coimbatore-3-to-7-years-071124921932,"python, microsoft azure, docker, terraform, aws, kubernetes, continuous integration, maven"
Cloud Platform Engineer,Accenture,Hyderabad,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-5-to-7-years-071124918847,"snowflake, microsoft azure, warehouse, docker, cloud architecture, kubernetes, python, oracle"
Cloud Platform Engineer,Accenture,Bengaluru,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-7-years-071124916738,"microsoft azure, docker, cloud architecture, devops, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Chennai,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-5-to-8-years-071124915769,"microsoft azure, data modeling, gcp, cloud infrastructure, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Chennai,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-5-to-7-years-071124915766,"microsoft azure, data modeling, gcp, cloud infrastructure, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Pune,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-pune-5-to-10-years-071124915271,"microsoft azure, data modeling, gcp, cloud infrastructure, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Hyderabad,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-3-to-5-years-071124915265,"microsoft azure, docker, data modeling, terraform, aws, kubernetes, continuous integration, python"
Cloud Platform Engineer,Accenture,Chennai,5-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-5-to-9-years-071124915218,"performance testing, cloud platform, data modeling, cloud infrastructure, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Pune,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-pune-5-to-8-years-071124914624,"microsoft azure, cloud platform, cloud architecture, cloud infrastructure, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Mumbai,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-071124914483,"cloud computing, data services, data analytics, microsoft azure, data bricks, kubernetes, networking, docker"
Cloud Platform Engineer,Accenture,Hyderabad,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-3-to-7-years-071124914447,"python, microsoft azure, docker, terraform, aws, kubernetes, continuous integration, maven"
Cloud Platform Engineer,Accenture,Bengaluru,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-071124914099,"software testing, intune, cloud platform, cloud infrastructure, troubleshooting, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Pune,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-pune-3-to-7-years-071124912276,"project management, cloud security, microsoft azure, cloud infrastructure, aws, kubernetes, python, vmware"
Cloud Platform Engineer,Accenture,Kolkata,7-11 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-kolkata-7-to-11-years-071124912234,"public cloud, cloud migration, cloud architecture, terraform, design principles, cloud sql, kubernetes, python"
Cloud Platform Engineer,Accenture,Hyderabad,7-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-7-to-12-years-041124912202,"networking concepts, microsoft azure, docker, data modeling, aws, kubernetes, continuous integration, python"
Cloud Platform Engineer,Accenture,Gurugram,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-8-years-041124912063,"kubernetes, aws administration, docker, cloud architecture, linux, python, vmware, microsoft azure"
Cloud Platform Engineer,Accenture,Chennai,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-chennai-3-to-8-years-041124911621,"performance testing, microsoft azure, data modeling, cloud applications, aws, kubernetes, python, vmware"
Cloud Platform Engineer - C,Capgemini,Pune,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-c-capgemini-technology-services-india-limited-pune-3-to-6-years-131124917061,"cloud services, microsoft azure, cloud platform, system architecture, aws, kubernetes, python, vmware"
Cloud Platform Engineer - C,Capgemini,Pune,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-c-capgemini-technology-services-india-limited-pune-3-to-6-years-131124917030,"cloud services, microsoft azure, cloud platform, system architecture, aws, kubernetes, python, vmware"
Cloud Platform Engineer - C,Capgemini,Bengaluru,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-c-capgemini-technology-services-india-limited-bengaluru-4-to-9-years-111124918635,"css, sql, salesforce marketing cloud, ampscript, scrum, kubernetes, ansible, docker"
Cloud Platform Engineer - C,Capgemini,Mumbai,4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-c-capgemini-technology-services-india-limited-mumbai-4-to-9-years-111124917624,"salesforce marketing cloud, java, ampscript, javascript, scrum, kubernetes, css, sql"
Hiring | Cloud Platform Engineer | Global MNC |,Global MNC,"Hybrid - Hyderabad, Pune, Bengaluru",3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-hiring-cloud-platform-engineer-global-mnc-mount-talent-consulting-hyderabad-pune-bengaluru-3-to-6-years-111124019988,"Google Kubernetes Engine, DevOps, Google BigQuery, Terraform, Google Dataproc, Google Cloud Compute Services, Kubernetes, Cloud Platform"
Cloud Platform Engineer,Mncs,"Hybrid - Hyderabad, Pune, Bengaluru",3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-mount-talent-consulting-hyderabad-pune-bengaluru-3-to-6-years-111124004158,"Google Kubernetes Engine, DevOps, Google BigQuery, Terraform, Google Dataproc, Google Cloud Compute Services, Kubernetes, Google"
Windriver cloud platform Engineer,ToppersEdge.com India,"Pune, Gurugram",5-10 Yrs,19-27.5 Lacs PA,https://www.naukri.com/job-listings-windriver-cloud-platform-engineer-toppersedge-com-india-pune-gurugram-5-to-10-years-301124004598,"5G, Windriver, ORAN, Virtualization, Devops, Cloud Platform, Cloud"
LLM Ops Engineer - Cloud Platform,Tetrahed Inc,Hyderabad,6-11 Yrs,Not disclosed,https://www.naukri.com/job-listings-llm-ops-engineer-cloud-platform-tetrahed-inc-hyderabad-6-to-11-years-251124914480,"Cloud, Docker, Shell Scripting, Ansible, LLM, AWS, IAC Terraform, Python"
Associate IT Engineer - Cloud Platform,Maximus Inc. (Health Care company),Bengaluru,0-2 Yrs,3-8 Lacs PA,https://www.naukri.com/job-listings-associate-it-engineer-cloud-platform-maximus-inc-health-care-company-bengaluru-0-to-2-years-251124009838,"Java, basic devOps, Coding, Spring Boot, Pair Programming, Cloud Platform, Python Development, Microservices"
Lead Platform Engineer Java / Microservices / Cloud India,Egen Solutions,Hyderabad,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-lead-platform-engineer-java-microservices-cloud-india-egen-data-pvt-ltd-hyderabad-5-to-10-years-301024503857,"rest, spring boot, docker container, production, gcp, microservices, sql database, nosql databases"
Sr Platform Engineer Google Cloud,3M India,Bengaluru,6-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-sr-platform-engineer-google-cloud-3m-india-limited-bengaluru-6-to-9-years-141124502781,"cloud, python, linux, microsoft azure, aws, cloud platform, Google, GCP"
Cloud Engineer (Google Cloud Platform),Social Corporate Solutions,Mumbai,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-engineer-google-cloud-platform-social-corporate-solutions-mumbai-2-to-5-years-121124504933,"Automation, Networking, Configuration management, Market intelligence, Windows, Analytics, Technical support, Monitoring"
Principal Engineer - Cloud Platform,Tokopedia,"Gurugram, Bengaluru",8-13 Yrs,Not disclosed,https://www.naukri.com/job-listings-principal-engineer-cloud-platform-pt-tokopedia-tokopedia-com-gurugram-bengaluru-8-to-13-years-260724502333,"Cloud computing, Architecture, Design review, GCP, Diversity and Inclusion, Programming, Manager Technology, Management"
Principal Engineer - Cloud Platform,Gojek,"Gurugram, Bengaluru",8-14 Yrs,Not disclosed,https://www.naukri.com/job-listings-principal-engineer-cloud-platform-go-jek-engineering-gurugram-bengaluru-8-to-14-years-260724500433,"Cloud computing, Architecture, Design review, GCP, Diversity and Inclusion, Programming, Manager Technology, Management"
Sr Platform Engineer - Google Cloud,3M India,Bengaluru,6-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-sr-platform-engineer-google-cloud-3m-india-ltd-bengaluru-6-to-9-years-250924500302,"Compliance, GCP, Cloud, SR, Google"
Lead Platform Engineer - Java / Microservices / Cloud - India,Egen Solutions,Hyderabad,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-lead-platform-engineer-java-microservices-cloud-india-egen-data-pvt-ltd-hyderabad-5-to-10-years-190924501816,"NoSQL, GCP, Integration testing, Cloud, Javascript, Agile, Information technology, SQL"
Cloud Engineer (Google Cloud Platform),Institutional Shareholder Services,Mumbai,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-engineer-google-cloud-platform-institutional-shareholder-services-inc-mumbai-2-to-6-years-041223501436,"Automation, Networking, Configuration management, Market intelligence, Windows, Analytics, Technical support, Monitoring"
Cloud Engineer (Google Cloud Platform),ISS Corporate Solutions,Mumbai,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-engineer-google-cloud-platform-iss-corporate-solutions-mumbai-2-to-6-years-031024501935,"Automation, Networking, Configuration management, Market intelligence, Windows, Analytics, Technical support, Monitoring"
Cloud Platform Engineer,Xoom,Bengaluru,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-xoom-inc-bengaluru-1-to-3-years-241024502592,"security compliance, Application deployment, orchestration, Diversity and Inclusion, Cloud, Manager Technology, Programming, System design"
Cloud Platform Engineer,Paypal,Bengaluru,4-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-paypal-holdings-inc-bengaluru-4-to-8-years-231024501897,"security compliance, Application deployment, orchestration, Diversity and Inclusion, Cloud, Manager Technology, Programming, System design"
Cloud Platform Engineer,E2E Networks,Vellore,0-4 Yrs,4-6 Lacs PA,https://www.naukri.com/job-listings-cloud-platform-engineer-e2e-networks-vellore-0-to-4-years-190124009242,"Linux, Aws Cloud, Cloud Support, Cloud Platform, Cloud, AWS"
Cloud Platform Engineer,Sandoz,Hyderabad,4-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-cloud-platform-engineer-sandoz-hyderabad-4-to-7-years-181024502842,"IT services, Data analysis, Automation, Manager Quality Assurance, Performance management, Agile, Software development life cycle, Data processing"
